playername,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,cmpsp,cmpmp,cmplp,crs,ground,low,high,left,right,head,off,int,block,sca,passlive,drib,gca,gcapasslive,gcadrib,tkl,tklw,press,pressp,touches,succp,targ,rec,recp,miscon,subs,fls,recov,aerialwonp
Jota,,2016-2017,25,10th,21,19,"1,708",12,4,0,20,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,2,16,,
Jota,,2017-2018,26,9th,4,4,323,0,0,16,2,12.5,0.00,,,,,,18,,,,,,,,,Matches,,,,,,,,5,,,,,,,,,0,4,,
Jota,,2017-2018,26,19th,32,24,"2,180",5,5,64,31,48.4,0.06,,,,,,133,,,,,,,,,Matches,,,,,,,,17,,,,,,,,,8,15,,
Jota,,2018-2019,27,17th,40,33,"2,865",3,10,61,20,32.8,0.05,,,,,,212,,,,,,,,,Matches,,,,,,,,19,,,,,,,,,7,30,,
Jota,,2019-2020,28,17th,10,4,335,0,1,6,1,16.7,0.00,73,74.5,25.0,82.4,61.5,2,63,14,21,83,10,3,1,2,Matches,8,7,0,1,1,0,3,2,119,14.3,145,47.1,131,98,74.8,5,6,6,24,16.7
Diogo Jota,,2014-2015,17,8th,10,8,637,2,2,,5,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Diogo Jota,,2015-2016,18,7th,31,31,"2,752",12,0,,28,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,56,,
Diogo Jota,,2016-2017,19,2nd,27,15,"1,451",8,5,0,27,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,12,36,,
Diogo Jota,,2017-2018,20,1st,44,43,"3,612",17,5,119,51,42.9,0.13,,,,,,53,,,,,,,,,Matches,,,,,,,,25,,,,,,,,,1,71,,
Diogo Jota,,2018-2019,21,7th,33,29,"2,355",9,5,57,23,40.4,0.16,597,75.8,27.7,81.9,62.4,36,565,133,90,262,473,26,4,21,Matches,75,45,10,11,5,1,29,19,494,24.7,1170,55.2,1304,870,66.7,74,4,42,167,26.2
Diogo Jota,,2019-2020,22,7th,34,27,"2,284",7,1,69,26,37.7,0.10,681,79.1,38.9,82.8,76.2,33,584,164,113,261,548,22,4,15,Matches,89,51,16,6,4,0,34,21,573,22.2,1248,57.6,1292,943,73.0,66,7,41,178,36.0
Joshua King,,2010-2011,18,22nd,8,6,486,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,
Joshua King,,2011-2012,19,8th,18,8,816,1,2,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,
Joshua King,,2011-2012,19,4th,2,0,20,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
Joshua King,,2012-2013,20,17th,16,11,"1,062",2,2,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,,
Joshua King,,2013-2014,21,8th,32,20,"1,903",2,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,,
Joshua King,,2014-2015,22,9th,16,5,635,1,0,,7,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,14,,
Joshua King,,2015-2016,23,16th,31,24,"1,913",6,2,,20,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,37,,
Joshua King,,2016-2017,24,9th,36,31,"2,713",16,2,68,31,45.6,0.21,,,,,,42,,,,,,,,,Matches,,,,,,,,41,,,,,,,,,5,58,,
Joshua King,,2017-2018,25,12th,33,27,"2,453",8,3,47,17,36.2,0.13,517,71.4,33.9,76.2,65.0,36,497,107,120,75,561,41,4,28,Matches,80,58,8,10,6,2,30,18,544,25.2,1185,50.4,1221,857,70.2,96,6,45,151,39.8
Joshua King,,2018-2019,26,14th,35,34,"2,961",12,3,64,18,28.1,0.11,607,69.9,26.0,75.6,56.3,43,581,156,131,106,641,58,7,25,Matches,77,57,9,12,9,0,32,25,811,19.5,1360,61.3,1614,1002,62.1,114,1,52,194,40.0
Joshua King,,2019-2020,27,18th,26,24,"2,011",6,4,23,9,39.1,0.13,361,72.6,26.1,78.8,69.2,23,323,103,71,47,395,17,2,14,Matches,56,37,11,8,4,2,19,15,493,24.9,823,50.0,984,600,61.0,73,2,37,129,36.8
Jonathan Kodjia,,2010-2011,20,10th,5,0,88,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Jonathan Kodjia,,2011-2012,21,2nd,2,0,22,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Jonathan Kodjia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Kodjia,,2013-2014,23,3rd,26,15,"1,399",5,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Jonathan Kodjia,,2014-2015,24,3rd,28,27,"2,309",15,1,,41,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Jonathan Kodjia,,2015-2016,25,18th,45,42,"3,483",18,3,,51,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,63,,
Jonathan Kodjia,,2016-2017,26,17th,4,4,360,0,1,0,6,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,1,,
Jonathan Kodjia,,2016-2017,26,13th,36,36,"3,036",19,1,0,45,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,58,,
Jonathan Kodjia,,2017-2018,27,2nd,1,1,45,0,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Jonathan Kodjia,,2017-2018,27,4th,15,9,821,1,3,29,11,37.9,0.00,,,,,,5,,,,,,,,,Matches,,,,,,,,2,,,,,,,,,6,15,,
Jonathan Kodjia,,2018-2019,28,5th,39,22,"2,022",9,2,60,20,33.3,0.13,,,,,,27,,,,,,,,,Matches,,,,,,,,11,,,,,,,,,17,46,,
Jonathan Kodjia,,2019-2020,29,17th,6,0,117,0,0,2,0,0.0,0.00,19,63.3,0.0,64.0,75.0,0,21,4,5,2,24,1,0,1,Matches,3,2,1,0,0,0,0,0,33,27.3,49,100.0,62,29,46.8,4,6,1,5,55.6
Jonathan Kodjia,,2019-2020,29,7th,1,1,79,0,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Takumi Minamino,,2014,19,17th,30,28,"2,406",2,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Takumi Minamino,,2014-2015,19,1st,14,9,799,3,3,,8,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,,,
Takumi Minamino,,2015-2016,20,1st,32,22,"2,008",10,3,,31,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,22,,
Takumi Minamino,,2016-2017,21,1st,21,11,"1,152",11,2,47,25,53.2,0.23,,,,,,17,,,,,,,,,Matches,,,,,,,,16,,,,,,,,,10,22,,
Takumi Minamino,,2017-2018,22,1st,28,20,"1,675",7,3,48,16,33.3,0.15,,,,,,11,,,,,,,,,Matches,,,,,,,,19,,,,,,,,,8,30,,
Takumi Minamino,,2018-2019,23,1st,27,19,"1,744",6,4,53,23,43.4,0.11,,,,,,14,,,,,,,,,Matches,,,,,,,,19,,,,,,,,,8,30,,
Takumi Minamino,,2019-2020,24,1st,14,11,905,5,5,21,12,57.1,0.24,,,,,,14,,,,,,,,,Matches,,,,,,,,9,,,,,,,,,3,15,,
Takumi Minamino,,2019-2020,24,1st,10,2,249,0,0,9,2,22.2,0.00,98,88.3,80.0,89.4,83.3,3,89,9,13,20,84,1,0,0,Matches,3,2,0,0,0,0,4,3,63,31.7,156,50.0,169,130,76.9,9,8,7,11,50.0
Lucas Moura,,2012-2013,19,1st,10,9,730,0,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,
Lucas Moura,,2013-2014,20,1st,36,18,"1,937",5,11,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,,
Lucas Moura,,2014-2015,21,1st,29,22,"1,891",7,5,,16,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,24,,
Lucas Moura,,2015-2016,22,1st,36,26,"2,323",9,4,,27,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,30,,
Lucas Moura,,2016-2017,23,2nd,37,29,"2,421",12,6,67,30,44.8,0.16,,,,,,168,,,,,,,,,Matches,,,,,,,,28,,,,,,,,,8,32,,
Lucas Moura,,2017-2018,24,1st,5,0,76,1,1,3,2,66.7,0.33,39,86.7,100.0,91.9,50.0,4,35,3,7,8,32,4,0,2,Matches,2,1,0,2,1,0,1,0,13,23.1,55,66.7,63,45,71.4,2,5,1,5,
Lucas Moura,,2017-2018,24,3rd,6,2,210,0,1,5,2,40.0,0.00,91,80.5,25.0,84.8,70.6,1,93,14,6,4,102,4,0,7,Matches,14,10,1,1,1,0,2,0,23,26.1,150,41.7,146,125,85.6,6,4,4,12,66.7
Lucas Moura,,2018-2019,25,4th,32,25,"2,121",10,0,45,20,44.4,0.22,561,75.3,28.6,81.7,56.5,17,529,98,118,58,603,51,3,11,Matches,71,51,8,6,3,1,33,23,441,25.4,1077,53.0,1140,791,69.4,59,7,25,143,40.6
Lucas Moura,,2019-2020,26,6th,35,25,"2,242",4,4,56,13,23.2,0.07,581,72.7,26.3,81.0,52.1,19,518,157,124,81,633,37,3,20,Matches,84,59,12,8,5,3,53,33,532,27.1,1190,62.3,1201,830,69.1,57,10,31,199,40.7
Yoshinori Mutō,,2014,21,9th,33,27,"2,489",13,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,,,
Yoshinori Mutō,,2015,22,4th,17,17,"1,484",10,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Yoshinori Mutō,,2015-2016,23,6th,20,18,"1,487",7,2,,17,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,46,,
Yoshinori Mutō,,2016-2017,24,15th,19,10,"1,023",5,0,18,9,50.0,0.28,,,,,,2,,,,,,,,,Matches,,,,,,,,6,,,,,,,,,9,24,,
Yoshinori Mutō,,2017-2018,25,14th,27,20,"1,904",8,2,38,19,50.0,0.21,257,75.8,43.3,80.4,65.5,10,233,60,46,65,216,32,1,4,Matches,39,25,2,8,2,1,17,14,507,24.3,567,43.2,860,376,43.7,39,7,36,72,29.5
Yoshinori Mutō,,2018-2019,26,13th,17,5,524,1,0,5,3,60.0,0.20,89,70.1,22.2,82.4,55.6,4,91,18,18,35,67,17,0,4,Matches,7,5,1,0,0,0,11,7,131,22.9,199,64.7,247,123,49.8,13,12,13,40,26.7
Yoshinori Mutō,,2019-2020,27,13th,8,2,212,0,0,1,0,0.0,0.00,26,83.9,50.0,88.0,75.0,1,23,6,2,10,19,0,0,0,Matches,3,3,0,0,0,0,3,2,52,25.0,51,85.7,80,35,43.8,6,6,2,9,14.3
Pedro Neto,,2016-2017,16,5th,2,0,50,1,0,0,1,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,2,1,,
Pedro Neto,,2017-2018,17,4th,1,0,8,0,0,0,0,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,0,,
Pedro Neto,,2017-2018,17,5th,0,0,,,,1,0,0.0,0.00,22,88.0,,100.0,57.1,2,23,0,2,19,6,0,0,0,Matches,2,2,0,0,0,0,0,0,11,18.2,33,0.0,37,26,70.3,0,0,2,3,0.0
Pedro Neto,,2018-2019,18,8th,4,0,46,0,0,17,6,35.3,0.18,303,76.3,37.8,84.5,64.5,47,261,81,55,302,68,16,1,7,Matches,33,20,6,7,4,1,11,5,240,27.5,538,55.2,558,385,69.0,22,4,14,82,20.5
João Pedro,,2019,17,14th,25,18,"1,694",4,1,57,21,36.8,0.07,,,,,,17,,,,,,,,,Matches,,,,,,,,12,,,,,,,,,7,27,,
João Pedro,,2019-2020,17,19th,3,0,25,0,0,1,0,0.0,0.00,10,71.4,50.0,80.0,50.0,3,10,1,3,3,10,0,0,0,Matches,2,1,1,0,0,0,0,0,6,16.7,18,100.0,20,14,70.0,0,3,1,3,40.0
Roberto Pereyra,,2011-2012,20,3rd,11,7,663,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,
Roberto Pereyra,,2012-2013,21,5th,37,31,"2,806",5,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,,
Roberto Pereyra,,2013-2014,22,13th,36,33,"2,941",2,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,,
Roberto Pereyra,,2014-2015,23,1st,35,27,"2,265",4,3,,11,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,8,29,,
Roberto Pereyra,,2015-2016,24,1st,13,9,802,0,1,,2,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,10,,
Roberto Pereyra,,2016-2017,25,17th,13,12,"1,037",2,2,9,4,44.4,0.22,,,,,,32,,,,,,,,,Matches,,,,,,,,6,,,,,,,,,1,8,,
Roberto Pereyra,,2017-2018,26,14th,32,18,"1,624",5,2,34,13,38.2,0.15,602,81.7,41.0,86.9,75.0,48,533,67,137,80,607,38,0,25,Matches,56,38,6,9,5,1,9,8,249,25.7,978,47.4,836,681,81.5,41,14,18,160,22.2
Roberto Pereyra,,2018-2019,27,11th,33,33,"2,815",6,1,56,21,37.5,0.11,967,81.5,34.4,86.6,73.7,41,865,163,159,158,955,43,5,27,Matches,85,60,9,11,6,3,24,20,591,29.1,1585,49.5,1418,1109,78.2,69,0,27,245,15.0
Roberto Pereyra,,2019-2020,28,19th,28,17,"1,648",3,0,19,8,42.1,0.11,538,82.3,55.3,87.8,67.8,31,410,141,103,91,503,36,1,16,Matches,41,26,4,1,0,0,17,10,344,27.0,898,41.0,875,620,70.9,48,11,21,143,20.0
Daniel Podence,,2015-2016,19,2nd,0,0,,,,0,9,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,9,,
Daniel Podence,,2016-2017,20,15th,14,14,"1,105",4,1,0,3,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,5,,
Daniel Podence,,2016-2017,20,3rd,13,4,479,0,1,10,1,10.0,0.00,,,,,,20,,,,,,,,,Matches,,,,,,,,9,,,,,,,,,9,10,,
Daniel Podence,,2017-2018,21,3rd,12,7,508,0,2,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,,,
Daniel Podence,,2018-2019,22,2nd,27,26,"2,244",5,7,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Daniel Podence,,2019-2020,23,1st,15,15,"1,147",3,2,10,4,40.0,0.10,74,70.5,57.1,77.5,44.4,5,74,14,17,12,90,3,1,2,Matches,11,7,1,2,0,1,2,2,43,30.2,153,69.2,158,117,74.1,3,0,5,19,0.0
Lukas Rupp,,2009-2010,18,10th,2,0,26,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
Lukas Rupp,,2010-2011,19,15th,24,14,"1,357",3,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,47,,
Lukas Rupp,,2011-2012,20,5th,15,9,930,2,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Lukas Rupp,,2011-2012,20,4th,3,0,32,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
Lukas Rupp,,2012-2013,21,8th,21,13,"1,084",0,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,,
Lukas Rupp,,2013-2014,22,6th,10,0,102,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,
Lukas Rupp,,2014-2015,23,18th,31,21,"2,010",4,1,,10,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,32,,
Lukas Rupp,,2015-2016,24,17th,29,24,"2,100",5,4,,13,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,30,,
Lukas Rupp,,2016-2017,25,4th,14,8,792,2,0,16,5,31.3,0.13,,,,,,8,,,,,,,,,Matches,,,,,,,,15,,,,,,,,,6,20,,
Lukas Rupp,,2017-2018,26,3rd,21,15,"1,160",3,2,15,6,40.0,0.20,360,75.0,38.5,80.6,56.7,16,296,106,78,78,363,22,2,15,Matches,34,31,1,5,3,1,36,22,314,23.9,666,51.7,524,414,79.0,27,6,32,128,6.3
Lukas Rupp,,2018-2019,27,9th,1,0,25,0,0,0,0,,,7,63.6,50.0,75.0,0.0,2,7,2,2,1,7,1,0,0,Matches,1,1,0,0,0,0,1,1,3,33.3,18,,9,8,88.9,0,1,0,1,
Lukas Rupp,,2019-2020,28,6th,7,4,340,0,0,5,0,0.0,0.00,135,87.1,50.0,90.3,73.3,0,112,31,12,23,125,4,1,5,Matches,5,5,0,1,1,0,11,3,74,24.3,222,33.3,205,158,77.1,8,3,10,31,25.0
Lukas Rupp,,2019-2020,28,20th,12,8,695,0,0,4,2,50.0,0.00,196,75.4,39.1,84.3,45.5,2,154,65,41,50,193,9,0,9,Matches,14,12,0,0,0,0,13,9,192,25.0,342,60.0,281,216,76.9,13,4,10,69,19.0
Ismaila Sarr,,2016-2017,18,14th,31,20,"1,943",5,1,28,11,39.3,0.18,,,,,,71,,,,,,,,,Matches,,,,,,,,20,,,,,,,,,11,26,,
Ismaila Sarr,,2017-2018,19,5th,24,22,"1,858",5,3,41,15,36.6,0.12,324,75.2,43.8,81.6,54.4,35,341,40,50,46,357,13,1,21,Matches,53,30,4,8,4,1,18,15,335,21.8,763,47.3,864,569,65.9,70,2,18,104,40.0
Ismaila Sarr,,2018-2019,20,10th,35,32,"2,788",8,6,52,20,38.5,0.13,573,74.3,40.8,79.7,55.4,45,610,87,74,67,651,30,5,26,Matches,101,65,12,17,10,4,31,20,522,26.6,1218,53.0,1408,935,66.4,86,3,40,159,36.6
Ismaila Sarr,,2019-2020,21,19th,28,22,"2,028",5,4,44,13,29.5,0.11,438,72.8,36.1,80.5,51.4,97,401,113,88,41,526,15,3,15,Matches,68,49,4,8,5,0,25,19,423,24.1,931,51.5,1051,692,65.8,65,6,22,143,26.9
Bernardo Silva,,2013-2014,18,1st,1,0,11,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Bernardo Silva,,2014-2015,19,3rd,32,25,"2,281",9,3,,21,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,30,,
Bernardo Silva,,2015-2016,20,3rd,32,22,"2,239",7,1,,22,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,30,,
Bernardo Silva,,2016-2017,21,1st,37,33,"2,782",8,8,60,21,35.0,0.13,,,,,,116,,,,,,,,,Matches,,,,,,,,33,,,,,,,,,4,26,,
Bernardo Silva,,2017-2018,22,1st,35,15,"1,533",6,4,25,14,56.0,0.24,830,84.3,35.7,90.4,69.2,51,764,81,139,842,96,33,1,9,Matches,59,54,1,6,5,0,24,15,283,31.1,1165,64.1,1055,927,87.9,32,20,9,117,14.3
Bernardo Silva,,2018-2019,23,1st,36,31,"2,854",7,7,64,22,34.4,0.11,1513,84.1,38.0,89.9,70.2,71,1368,220,210,1566,134,61,5,29,Matches,121,103,8,12,11,0,58,46,871,26.3,2141,61.7,1873,1628,86.9,42,5,31,254,23.3
Bernardo Silva,,2019-2020,24,2nd,34,23,"2,030",6,7,49,15,30.6,0.12,1262,87.0,40.7,90.4,80.9,71,1102,210,138,1280,95,40,2,15,Matches,94,81,6,12,9,2,39,26,408,30.4,1686,67.2,1515,1325,87.5,15,11,23,183,28.2
Dominic Solanke,,2014-2015,16,1st,0,0,,,,,15,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,39,,
Dominic Solanke,,2015-2016,17,9th,25,21,"1,805",7,1,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,,,
Dominic Solanke,,2016-2017,18,5th,5,5,372,2,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Dominic Solanke,,2016-2017,18,1st,0,0,,,,23,7,30.4,0.04,149,75.3,47.6,79.0,70.0,3,152,23,23,22,141,25,1,6,Matches,28,21,2,2,2,0,3,2,134,32.1,309,58.8,397,238,59.9,32,0,13,33,39.1
Dominic Solanke,,2017-2018,19,2nd,3,3,242,1,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Dominic Solanke,,2017-2018,19,4th,21,5,596,1,1,9,3,33.3,0.00,73,72.3,38.5,83.5,22.2,1,77,15,9,20,69,5,0,3,Matches,16,12,3,1,1,0,8,6,119,24.4,175,64.3,211,119,56.4,12,16,2,28,24.1
Dominic Solanke,,2018-2019,20,4th,2,2,180,2,0,35,9,25.7,0.09,317,73.9,52.3,79.3,55.3,6,268,94,67,40,307,37,1,9,Matches,43,30,3,5,2,1,11,10,644,23.4,695,52.6,818,471,57.6,58,0,15,120,33.1
Isaac Success,,2014-2015,18,17th,19,9,934,1,1,,2,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,18,,
Isaac Success,,2015-2016,19,16th,30,28,"2,416",6,1,,18,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,52,,
Isaac Success,,2016-2017,20,17th,19,2,519,1,1,14,8,57.1,0.07,,,,,,13,,,,,,,,,Matches,,,,,,,,12,,,,,,,,,17,12,,
Isaac Success,,2017-2018,21,20th,9,7,490,0,1,8,2,25.0,0.00,86,60.6,0.0,71.6,39.4,11,107,11,24,26,106,8,0,6,Matches,15,8,2,1,1,0,5,3,65,18.5,229,76.0,207,160,77.3,26,2,14,48,50.0
Isaac Success,,2017-2018,21,14th,0,0,,,,28,11,39.3,0.04,262,71.0,33.3,75.6,68.8,13,250,80,39,40,271,34,0,19,Matches,38,27,3,1,1,0,21,17,187,27.3,555,50.0,692,442,63.9,35,0,24,57,27.9
Isaac Success,,2018-2019,22,11th,30,9,"1,052",1,1,1,1,100.0,0.00,14,66.7,75.0,62.5,100.0,2,12,7,2,1,15,1,0,1,Matches,4,2,0,0,0,0,0,0,14,14.3,33,25.0,55,27,49.1,3,21,2,5,12.5
Adama Traoré,,2013-2014,17,2nd,1,0,10,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,
Adama Traoré,,2013-2014,17,3rd,26,12,"1,446",5,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
Adama Traoré,,2014-2015,18,22nd,37,29,"2,818",3,12,,12,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,8,,,
Adama Traoré,,2015-2016,19,20th,10,0,193,0,1,,0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,4,,
Adama Traoré,,2016-2017,20,13th,1,0,17,0,0,0,0,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,0,,
Adama Traoré,,2016-2017,20,19th,27,16,"1,541",0,1,11,2,18.2,0.00,,,,,,79,,,,,,,,,Matches,,,,,,,,26,,,,,,,,,11,20,,
Adama Traoré,,2017-2018,21,5th,34,26,"2,246",5,10,48,15,31.3,0.10,,,,,,155,,,,,,,,,Matches,,,,,,,,22,,,,,,,,,8,40,,
Adama Traoré,,2018-2019,22,7th,29,8,902,1,1,19,7,36.8,0.05,240,71.9,34.6,76.7,67.8,37,187,75,72,42,243,14,1,5,Matches,40,26,9,2,1,0,16,8,150,23.3,524,75.0,560,371,66.3,41,21,15,66,50.0
Adama Traoré,,2019-2020,23,7th,37,27,"2,605",4,9,43,12,27.9,0.09,621,65.9,16.9,75.4,50.5,182,515,168,259,85,741,21,1,20,Matches,96,66,18,14,11,1,41,23,404,26.7,1400,73.9,1394,1045,75.0,82,10,39,171,48.5
Trézéguet,,2015-2016,20,2nd,7,1,162,0,1,,2,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,4,,
Trézéguet,,2016-2017,21,1st,1,0,10,0,0,0,0,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,,,
Trézéguet,,2016-2017,21,15th,26,25,"2,139",6,5,0,19,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,,,
Trézéguet,,2017-2018,22,8th,31,31,"2,641",13,5,64,28,43.8,0.19,,,,,,63,,,,,,,,,Matches,,,,,,,,34,,,,,,,,,0,34,,
Trézéguet,,2018-2019,23,14th,34,34,"3,051",9,9,138,49,35.5,0.06,,,,,,231,,,,,,,,,Matches,,,,,,,,29,,,,,,,,,0,44,,
Trézéguet,,2019-2020,24,17th,34,20,"1,950",6,1,50,17,34.0,0.12,295,66.3,26.7,77.9,42.7,65,254,86,105,22,361,28,2,11,Matches,44,29,5,2,1,0,42,28,530,24.3,775,53.3,855,518,60.6,64,14,35,94,37.8
Leandro Trossard,,2011-2012,16,3rd,1,0,6,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Leandro Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Trossard,,2014-2015,19,2nd,33,30,"2,686",17,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Leandro Trossard,,2015-2016,20,16th,30,22,"2,040",8,5,,26,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,8,23,,
Leandro Trossard,,2016-2017,21,7th,31,19,"1,650",6,3,0,10,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,12,,,
Leandro Trossard,,2017-2018,22,5th,16,14,"1,258",7,2,0,16,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,2,7,,
Leandro Trossard,,2018-2019,23,1st,34,32,"2,781",14,7,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Leandro Trossard,,2019-2020,24,15th,31,22,"2,011",5,3,42,13,31.0,0.12,567,71.3,15.8,78.4,62.4,76,447,173,175,174,583,15,3,22,Matches,78,55,7,9,4,1,28,16,373,26.8,1039,56.7,1030,768,74.6,41,9,13,138,8.3
Indiana Vassilev,,2018-2019,17,5th,8,5,417,0,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Indiana Vassilev,,2019-2020,18,7th,14,11,913,6,2,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Indiana Vassilev,,2019-2020,18,17th,4,0,51,0,0,1,0,0.0,0.00,8,72.7,50.0,77.8,,0,9,0,2,6,3,1,0,1,Matches,1,1,0,0,0,0,1,1,24,29.2,16,50.0,31,10,32.3,1,4,0,3,0.0
Danny Welbeck,,2008-2009,17,1st,3,1,118,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
Danny Welbeck,,2009-2010,18,2nd,5,1,141,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,
Danny Welbeck,,2009-2010,18,17th,8,8,702,2,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,
Danny Welbeck,,2010-2011,19,10th,26,21,"1,756",6,2,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,,
