playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Robert Snodgrass,3959988.109,4320000,2020,31,16,24,17,1509,5,5,21,10,47.6,0.24,435,68.5,135,15,,51,19,3,7,3,27,367,24.5,805,55.6,664,501,75.5,12,20,129,40
M'Baye Niang,12374962.84,13500000,2020,24,3,26,24,2126,10,0,65,27,41.5,0,354,70.7,10,16,23,35,21,3,6,1,15,322,28.3,848,35.8,1071,639,59.7,70,48,85,42
Callum Wilson,8549647.327,9000000,2018,25,12,28,23,1981,8,2,51,20,39.2,0.16,298,69.5,15,16,,43,33,3,7,5,11,418,26.3,693,58.1,920,493,53.6,60,37,88,22.8
Moussa Dembélé,32999900.91,36000000,2020,23,7,27,24,2188,16,2,51,21,41.2,4,347,74,3,16,18,49,37,3,7,4,12,292,26.4,807,46,1091,618,56.6,80,43,78,42.3
Alexis Sánchez,20996186.95,22500000,2019,29,6,20,9,880,1,3,50,1.84,0.06,0,292,71.4,23,16,,39,30,3,5,3,14,208,27.9,525,71.4,546,416,76.2,19,15,61,25
Érik Lamela,13199960.36,14400000,2020,27,6,25,12,1215,2,1,29,8,27.6,0.07,469,78.7,49,16,,47,27,3,9,3,27,315,27.9,772,68.9,701,551,78.6,28,30,92,20.8
Salomon Kalou,2992376.564,3150000,2018,31,10,31,27,2207,12,3,45.8,1.96,0.23,1,446,70.2,17,17,,34,27,3,4,4,18,431,24.6,939,59.2,964,655,67.9,59,22,153,38.9
Alex Oxlade-Chamberlain,23099930.64,25200000,2020,25,1,30,17,1485,4,1,40,10,25,0.1,592,79.1,45,17,,41,31,3,4,1,23,374,29.7,965,63.6,884,731,82.7,33,17,133,33.3
Dominick Drexler,2639992.073,2880000,2020,29,14,27,18,1587,3,4,38.1,1.19,0.14,0,486,73.2,49,17,,56,45,3,6,5,31,385,29.4,872,57.5,716,556,77.7,31,26,163,36
Frédéric Sammaritano,854964.7327,900000,2018,31,11,26,16,1429,0,3,32,13,40.6,0,457,76.3,45,17,27,49,38,3,5,4,23,227,25.6,762,50,677,547,80.8,21,12,114,7.7
Renaud Ripart,2933324.525,3200000,2020,26,18,24,23,2027,4,2,48,15,31.3,2,427,66.4,30,18,38,38,26,3,2,2,33,430,28.4,974,42.4,1018,616,60.5,59,23,148,40.6
Rodrigo Palacio,598475.3129,630000,2018,35,15,28,23,2065,4,2,37.5,1.39,0.13,0,499,70.7,57,18,,59,44,3,5,4,26,476,23.7,1044,55,1225,801,65.4,84,40,125,45.1
Raúl García,6298856.086,6750000,2019,32,8,33,27,2369,9,3,75,32,42.7,2,545,58.3,28,19,43,52,39,3,8,5,69,663,25,1333,48.4,1321,900,68.1,68,98,219,59
Pedro,21374118.32,22500000,2018,30,5,31,17,1523,4,2,56,20,35.7,0.07,543,78.6,46,19,,61,49,3,3,3,19,254,29.9,885,62,846,678,80.1,29,8,116,0
Amine Harit,6599980.182,7200000,2020,22,12,25,24,2102,6,4,40.7,1.16,0.19,1,754,82.9,22,19,,86,66,3,10,7,16,371,29.6,1213,65.6,1205,952,79,59,19,159,22.6
Mark Uth,17099294.65,18000000,2018,25,3,31,24,2177,14,8,38.2,2.27,0.25,0,419,74.4,21,19,,46,37,3,12,9,25,542,26.4,846,54.5,995,613,61.6,57,50,102,27.4
Mark Uth,17099294.65,18000000,2018,25,3,31,24,2177,14,8,38.2,2.27,0.25,0,419,74.4,21,19,,46,37,3,12,9,25,542,26.4,846,54.5,995,613,61.6,57,50,102,27.4
Aaron Mooy,7837476.466,8550000,2020,28,15,32,26,2085,2,2,33,8,24.2,0.06,825,76.7,114,19,,70,51,3,7,4,43,421,29.7,1359,72.5,1104,927,84,30,13,189,33.3
Denis Cheryshev,5039084.869,5400000,2019,27,4,27,19,1706,2,2,29,7,24.1,0,472,65.4,95,19,47,59,51,3,3,2,47,599,24.5,959,57.9,846,645,76.2,40,42,143,43.3
Cristian Tello,8398474.781,9000000,2019,26,10,29,13,1573,4,6,35,16,45.7,0,785,84,44,20,28,46,37,3,10,6,29,230,27.4,1118,54.5,901,771,85.6,22,7,141,33.3
Fabio Quagliarella,1319996.036,1440000,2020,36,14,28,26,2275,11,3,29.9,3.84,0.06,5,376,68.6,23,20,,76,54,3,8,5,8,444,25.5,836,44.8,1013,601,59.3,58,20,98,37.3
Marius Wolf,6718779.825,7200000,2019,23,2,16,10,828,1,0,14.3,0.89,0.07,0,465,69,39,20,,33,26,3,5,3,19,320,23.8,863,53.6,708,562,79.4,33,15,129,43.5
Kai Havertz,76946825.94,81000000,2018,18,5,30,22,2144,3,8,38.9,1.51,0.08,0,901,81,19,22,,77,66,3,9,8,25,451,32.2,1439,61.7,1367,1072,78.4,53,30,205,45.8
Andreas Pereira,13199960.36,14400000,2020,23,3,25,18,1484,1,3,37,14,37.8,0.03,566,73.5,62,22,,57,44,3,7,6,22,429,26.6,990,52.6,879,715,81.3,41,26,120,32.5
Zlatan Ibrahimović,2309993.064,2520000,2020,37,6,18,16,1362,10,5,31.3,4.23,0.13,2,435,69.8,14,22,,58,47,3,7,6,4,128,23.4,813,54.5,899,670,74.5,34,30,58,69.6
Theo Walcott,12374962.84,13500000,2020,30,12,25,17,1287,2,3,28,10,35.7,0.07,266,65.7,41,22,,32,24,3,4,3,17,190,24.2,575,58.3,565,397,70.3,28,9,101,28
Romain Amalfitano,1319996.036,1440000,2020,29,16,26,18,1695,1,1,11,2,18.2,0,700,78.5,22,22,14,26,18,3,2,2,43,438,28.1,1092,65.1,773,727,94,16,26,214,45.8
Mario Götze,20996186.95,22500000,2019,26,2,26,19,1674,7,7,61.5,1.4,0.27,0,731,82.2,28,23,,70,59,3,9,8,23,516,29.1,1107,52.8,1143,891,78,39,21,120,13
Kwon Chang-hoon,6412235.495,6750000,2018,23,11,34,26,2136,11,2,42.9,2.95,0.16,0,446,65.1,85,23,,64,43,3,10,5,32,416,26,1011,51,964,659,68.4,50,21,138,13.3
Juan Mata,21374118.32,22500000,2018,29,2,28,23,1922,3,5,28,10,35.7,0.11,1089,81.6,112,23,,88,69,3,8,8,14,247,22.7,1474,76,1284,1117,87,18,12,165,0
Ousmane Dembélé,68397178.62,72000000,2018,20,1,17,12,918,3,6,20,10,50,0,392,78.7,45,23,26,50,34,3,11,8,7,219,23.7,648,56.9,628,520,82.8,28,9,50,25
Thiago Alcántara,39599881.09,43200000,2020,28,1,24,20,1771,3,0,42.1,0.97,0.16,0,1649,89.6,7,24,,56,44,3,8,6,54,292,34.6,2018,84.3,1576,1515,96.1,13,24,305,43.3
Renato Steffen,3299990.091,3600000,2020,27,7,27,19,1585,6,3,34.5,1.65,0.21,0,550,75.7,38,24,,45,37,3,8,6,27,397,30.5,939,75.6,764,610,79.8,28,33,150,38.5
Marcel Sabitzer,21374118.32,22500000,2018,23,6,22,21,1790,3,5,36.1,3.07,0.05,0,661,70.9,68,26,,64,50,3,11,8,30,299,33.1,1207,56.3,1009,815,80.8,41,14,190,45.2
Ivan Perišić,18476644.52,19800000,2019,29,4,34,30,2701,8,3,25.7,3.37,0.06,2,964,68.2,203,26,,102,79,3,9,4,33,611,25,1778,59.6,1635,1290,78.9,52,28,200,46.4
Ryad Boudebouz,3208323.699,3500000,2020,29,17,24,20,1597,1,4,24,5,20.8,1,696,72.2,105,28,23,66,40,3,5,3,24,403,28.3,1141,66.7,1006,825,82,29,9,126,22.7
Andy Delort,3419858.931,3600000,2018,25,18,32,25,2334,5,4,73,20,27.4,1,449,57,110,29,37,72,47,3,8,6,15,263,24,1118,43.8,1342,825,61.5,85,63,102,47.4
Henrikh Mkhitaryan,29923765.64,31500000,2018,28,6,31,20,1710,3,9,52.4,2.38,0.1,0,793,74.2,85,31,,74,56,3,10,7,32,408,26.5,1310,100,1099,979,90.1,39,23,158,35.7
Henrikh Mkhitaryan,29923765.64,31500000,2018,28,6,26,20,1716,3,9,36,16,52.4,0.1,193,74.2,85,31,,74,56,3,10,7,31,408,26.5,1400,100,1099,979,90.1,41,23,158,35.7
Benjamin André,6599980.182,7200000,2020,28,4,26,23,2054,2,1,16,3,18.8,0,981,79.2,11,31,32,39,34,3,4,4,83,593,32,1515,85.2,1007,927,92.1,17,55,323,58.8
Pascal Groß,8549647.327,9000000,2018,26,15,38,35,2928,7,8,43,19,44.2,0.14,974,68.4,232,38,,116,68,3,14,11,37,795,22,1695,72.7,1462,1123,76.8,63,33,226,8.8
Lucas Lima,7599686.513,8000000,2018,25,9,33,30,2657,2,3,36,10,27.8,0,957,63.1,249,47,67,92,44,3,3,2,65,340,28.5,1884,44.1,1097,938,85.5,48,29,305,41.2
Christian Eriksen,68397178.62,72000000,2018,25,3,37,37,3218,10,10,96,40,41.7,0.1,1865,76.4,220,56,,175,128,3,16,10,37,604,27.8,2837,43.3,2345,2043,87.1,69,14,334,38.1
Odion Ighalo,4289987.118,4680000,2020,30,3,11,0,101,0,0,7,3,42.9,0,21,91.3,0,0,,5,3,2,0,0,2,23,21.7,46,57.1,56,35,62.5,2,1,5,0
Florian Thauvin,26399920.73,28800000,2020,26,2,2,0,22,0,0,3,1,33.3,0,12,100,0,0,0,3,1,2,0,0,1,9,11.1,22,66.7,23,18,78.3,1,0,2,
Felix Klaus,2519542.434,2700000,2019,25,6,15,5,443,1,1,42.9,2.84,0.07,0,108,77.7,10,1,,14,10,2,2,1,12,134,24.6,206,25,223,139,62.3,9,8,39,12.5
Grégoire Defrel,5129788.396,5400000,2018,26,3,15,5,485,1,0,28.6,2.6,0,1,116,84.1,1,1,,14,11,2,2,2,8,119,19.3,212,56.3,227,151,66.5,6,4,28,50
Josip Drmić,4274823.664,4500000,2018,24,9,13,4,467,4,1,18,6,33.3,0.22,91,65.9,1,1,,12,9,2,4,1,0,69,26.1,199,57.1,243,151,62.1,18,4,30,52.5
Steven Bergwijn,23099930.64,25200000,2020,21,6,28,24,2032,8,11,45,21,44.4,0.33,225,86.9,25,2,,26,22,2,1,1,5,117,29.1,351,38.5,342,233,68.1,12,7,71,42.9
Sergio Córdova,13199960.36,14400000,2020,21,15,16,4,367,2,1,40,1.23,0.4,0,54,71.1,2,2,,6,4,2,3,1,4,157,15.3,122,60,158,81,51.3,12,6,23,29.5
Loïc Rémy,2519542.434,2700000,2019,31,2,26,14,1204,7,2,32,14,43.8,1,172,77.8,2,2,8,22,13,2,5,3,3,174,18.4,330,66.7,432,228,52.8,21,18,40,32.3
Alexis Mac Allister,9074972.75,9900000,2020,20,15,22,13,1060,1,1,31,13,50,0,84,64.6,71,2,,11,4,2,0,0,9,105,23.8,183,50,120,94,78.3,7,12,31,50
Danny Welbeck,5774982.659,6300000,2020,28,19,18,8,822,2,0,21,9,42.9,0.1,131,77.5,1,2,,9,6,2,1,0,10,163,31.9,283,47.4,354,199,56.2,21,8,36,53.3
Lukáš Haraslín,1319996.036,1440000,2020,23,8,10,4,350,1,0,20,2.57,0.1,0,83,74.8,11,2,,9,5,2,1,0,7,61,21.3,165,42.1,159,118,74.2,5,8,18,40
Adam Ounas,6412235.495,6750000,2018,20,2,7,0,96,0,0,5,1,20,0,42,76.4,7,2,2,9,5,2,2,0,4,31,22.6,79,62.5,79,67,84.8,3,0,3,100
Paulinho,19316492,20700000,2019,18,4,15,0,180,0,0,0,2.5,0,0,78,84.8,3,2,,7,5,2,0,0,7,46,26.1,124,66.7,119,88,73.9,4,1,17,66.7
Phil Foden,12824470.99,13500000,2018,17,1,5,0,49,0,1,0,0,,,41,85.4,4,2,,6,3,2,2,2,1,14,21.4,55,100,51,46,90.2,2,1,4,0
Borja Iglesias,23515729.39,25200000,2019,25,7,37,35,3075,17,3,35,12,34.3,0,239,74.7,7,3,16,27,24,2,4,3,5,287,19.5,524,47.2,738,365,49.5,67,34,67,45
Alexandre Mendy,2374902.035,2500000,2018,23,6,16,8,799,4,0,31,9,29,0,117,72.7,2,3,4,13,9,2,2,0,5,127,17.3,254,72.7,375,189,50.4,24,15,31,32.3
André Hahn,1649995.045,1800000,2020,28,15,15,8,702,1,0,26.7,1.92,0.07,0,102,55.7,15,3,,15,12,2,0,0,15,252,25.4,322,66.7,318,180,56.6,23,24,57,58.7
Christoph Baumgartner,1679694.956,1800000,2019,18,9,2,1,85,0,0,0,2.12,0,0,23,63.9,1,3,,7,1,2,3,1,2,21,23.8,52,80,44,34,77.3,2,2,11,100
Jonathan Calleri,4949985.136,5400000,2020,25,20,27,20,1811,1,3,46,14,30.4,0,199,54.5,22,4,14,39,22,2,7,5,16,284,29.2,623,53.6,876,457,52.2,67,47,73,48.7
Yoshinori Mutō,5129788.396,5400000,2018,25,14,27,20,1904,8,2,38,19,50,0.21,257,75.8,10,4,,39,25,2,8,2,17,507,24.3,567,43.2,860,376,43.7,39,36,72,29.5
Fernando Llorente,2939466.173,3150000,2019,33,4,20,6,694,1,4,21.7,2.98,0.04,0,152,69.1,1,4,,19,15,2,2,2,4,113,23.9,329,69.2,427,254,59.5,24,12,31,56.4
Kévin Zohi,1399745.797,1500000,2019,21,11,20,6,627,1,1,17,5,29.4,0,141,73.4,14,4,14,15,10,2,3,2,18,194,29.9,323,47.6,320,238,74.4,21,7,37,30
Marc Cardona,854964.7327,900000,2018,22,20,29,18,1664,7,2,17,8,47.1,0,128,71.5,7,4,8,11,7,2,2,1,11,189,27,289,50,386,211,54.7,26,9,35,43.2
Christian Atsu,3959988.109,4320000,2020,27,13,19,6,749,0,3,5,1,20,0,163,78.4,17,4,,22,17,2,3,2,12,243,19.3,332,47.5,321,215,67,21,11,50,36.8
Stefano Okaka,4274823.664,4500000,2018,27,14,15,3,453,1,1,30,1.99,0.1,0,109,68.1,1,5,,16,11,2,2,1,10,59,45.8,241,61.5,289,186,64.4,21,21,31,48.6
Andy Carroll,8549647.327,9000000,2018,28,13,16,7,751,3,0,28,7,25,0.11,144,59.3,10,5,,16,9,2,1,0,4,84,20.2,337,80,407,249,61.2,14,28,38,60
Jordan Ayew,6718779.825,7200000,2019,26,12,20,14,1181,1,2,26,3,11.5,0.04,201,73.6,15,5,,32,21,2,4,3,42,574,24.2,493,66.7,637,330,51.8,43,32,58,29.5
Martinelli,20624938.07,22500000,2020,18,8,14,6,663,3,0,12,5,41.7,0.25,86,62.3,22,5,,8,5,2,0,0,23,247,27.9,275,40,311,181,58.2,24,9,34,17.9
Marco Asensio,32999900.91,36000000,2020,23,1,9,3,336,3,1,9,5,55.6,0,134,82.2,10,5,2,11,8,2,1,1,5,34,32.4,203,75,218,165,75.7,6,2,19,37.5
Andreas Pereira,16796949.56,18000000,2019,22,6,16,7,650,1,1,8,2,25,0.13,297,82.5,13,5,,20,16,2,2,1,8,165,24.2,430,66.7,345,308,89.3,7,12,69,20
Paco Alcácer,41992373.9,45000000,2019,24,2,26,11,1211,18,0,51,3.79,0.33,1,210,76.6,4,6,,34,26,2,6,4,4,189,22.8,403,63.6,479,295,61.6,31,6,44,13.9
Paco Alcácer,35273594.08,37800000,2019,24,2,26,11,1211,18,0,51,26,51,1,210,76.6,4,6,5,34,26,2,6,4,4,189,22.8,403,63.6,479,295,61.6,31,6,44,13.9
Cheick Timite,1679694.956,1800000,2019,20,15,27,15,1456,1,1,34,9,26.5,0,265,75.3,24,6,14,26,20,2,2,1,24,354,23.2,595,55.9,696,402,57.8,52,43,93,28.6
Diego Costa,11962464.08,13050000,2020,30,3,23,14,1350,5,4,33,8,24.2,2,260,71,5,6,26,28,19,2,5,4,10,200,29.5,533,55.6,749,411,54.9,41,20,56,40.8
Anthony Modeste,2639992.073,2880000,2020,31,14,27,11,1138,4,1,29.4,2.69,0.12,0,132,55.5,6,6,,13,7,2,2,1,10,231,22.5,367,90,486,253,52.1,31,25,37,51.7
Lys Mousset,5039084.869,5400000,2019,22,14,24,1,368,1,0,13,7,53.8,0.08,86,71.1,3,6,,11,8,2,0,0,5,108,13.9,193,38.5,230,146,63.5,17,7,21,50
Andreas Pereira,6839717.862,7200000,2018,21,4,23,12,1083,1,3,13,5,38.5,0.08,272,64.8,65,6,,37,28,2,5,5,18,318,23.6,576,63.3,497,401,80.7,32,22,86,42.9
Robert Ibáñez,839847.4781,900000,2019,25,5,7,0,76,0,0,8,1,12.5,0,139,80.3,5,6,8,12,7,2,1,1,12,86,26.7,269,60,257,209,81.3,16,9,35,55.6
Bryan Soumaré,598581.5359,653000,2020,20,16,12,4,384,0,0,6,4,66.7,0,99,67.3,17,6,6,11,6,2,0,0,10,77,32.5,198,68.8,166,125,75.3,9,4,35,36.4
Florian Niederlechner,5878932.347,6300000,2019,27,13,24,12,970,4,1,54.5,3.06,0.12,0,131,71.2,6,7,,22,17,2,4,2,4,209,27.8,323,41.7,401,229,57.1,32,23,49,30.3
Adrien Hunou,3324862.849,3500000,2018,23,5,24,17,1456,5,0,29,14,48.3,1,247,77.9,9,7,17,30,23,2,4,3,23,322,29.5,509,66.7,597,361,60.5,35,18,70,32.4
Claudio Pizarro,427482.3664,450000,2018,38,18,16,5,579,1,1,25,2.49,0.06,0,175,74.5,2,7,,16,13,2,3,3,9,69,29,318,87,345,232,67.2,14,6,41,40.9
Kévin Gameiro,5362483.897,5850000,2020,32,9,29,17,1581,6,2,19,10,52.6,0,331,75.9,22,7,25,30,23,2,6,5,15,349,20.6,597,71,680,427,62.8,47,14,77,14.9
Moses Simon,4199237.39,4500000,2019,23,15,19,8,785,0,1,14,5,35.7,0,212,70.9,29,7,18,12,8,2,1,1,12,175,21.7,416,60.6,294,237,80.6,13,8,65,33.3
Billy Sharp,1319996.036,1440000,2020,33,9,25,10,1051,3,2,14,5,35.7,0.21,162,73,12,7,,26,18,2,3,2,9,217,25.3,334,65,523,254,48.6,24,20,55,22.8
Youssef En-Nesyri,12374962.84,13500000,2020,22,18,36,22,2081,8,2,60,26,46.2,0,266,61.3,16,8,30,28,19,2,4,3,16,486,16.9,730,48.6,1089,523,45,66,37,88,39.7
Arkadiusz Milik,33593899.12,36000000,2019,24,2,35,27,2396,17,3,44.6,4.21,0.15,0,502,82.7,5,8,,65,52,2,6,4,16,520,21.3,875,53.8,1274,698,54.8,47,43,76,39.6
Simone Zaza,8398474.781,9000000,2019,27,7,29,11,1437,4,3,42.2,2.61,0.11,0,202,64.5,8,8,,22,12,2,3,1,15,250,23.2,551,54.5,719,383,53.3,73,54,84,39
Andre Gray,12597712.17,13500000,2019,27,11,29,13,1366,7,2,37,15,40.5,0.19,171,67.1,8,8,,34,25,2,6,5,3,189,22.2,415,54.5,688,325,47.2,51,12,49,20.4
Marcel Risse,1709929.465,1800000,2018,27,18,16,13,1169,1,3,33.3,1.62,0.05,0,391,60.5,122,8,,28,17,2,5,3,20,178,21.9,752,54.2,541,469,86.7,11,9,102,12.5
Miguel Ángel Guerrero,1709929.465,1800000,2018,27,17,22,15,1445,4,3,33,14,42.4,0,274,77,1,8,12,26,19,2,6,3,7,399,23.8,543,58.6,676,368,54.4,43,35,70,45.8
Mijat Gaćinović,5774982.659,6300000,2020,24,9,23,11,1048,0,1,28,2.15,0,0,260,70.5,13,8,,30,16,2,3,3,23,282,28.4,528,52.8,486,332,68.3,21,19,91,35.7
Pedro León,1709929.465,1800000,2018,30,9,12,10,930,0,4,26,8,30.8,0,244,55.6,133,8,19,45,14,2,4,1,4,183,24.6,558,53.8,447,323,72.3,15,11,73,52.9
Iñigo Córdoba,2639992.073,2880000,2020,22,11,24,21,1442,1,4,25,8,32,0,316,69,36,8,26,32,27,2,6,6,26,399,26.1,652,53.1,605,442,73.1,34,26,106,48.6
Jesse Lingard,14437456.65,15750000,2020,26,3,22,9,935,1,0,22,6,27.3,0.05,351,85.8,7,8,,38,33,2,3,3,13,336,23.8,520,50,556,408,73.4,23,28,52,9.1
Kingsley Schindler,1649995.045,1800000,2020,26,14,13,9,849,0,2,21.4,1.48,0,0,155,62.5,34,8,,21,16,2,3,2,5,205,18.5,372,55,376,240,63.8,30,12,70,32.3
Diego Costa,15117254.61,16200000,2019,29,2,16,14,1112,2,2,16,10,62.5,0,220,70.7,4,8,24,20,15,2,3,2,5,236,19.9,447,56,699,373,53.4,38,22,31,35.3
Marvin Gakpa,659998.0182,720000,2020,25,15,13,4,468,0,0,13,2,15.4,0,190,73.9,23,8,9,15,11,2,0,0,9,102,27.5,325,50,248,217,87.5,9,5,48,22.2
Bassem Srarfi,2332909.661,2500000,2019,21,7,22,8,817,1,0,13,3,23.1,0,262,78.9,20,8,17,20,12,2,0,0,20,169,26.6,452,69.7,410,329,80.2,19,14,61,33.3
Reiss Nelson,10312469.03,11250000,2020,19,8,19,8,721,1,0,11,4,36.4,0.09,186,79.5,26,8,,21,12,2,1,0,12,164,18.9,328,55.2,320,235,73.4,14,8,34,0
André Hahn,2992376.564,3150000,2018,26,17,23,14,1358,3,0,39,2.72,0.07,0,207,54.3,38,9,,21,13,2,2,1,25,407,23.6,613,37.5,666,396,59.5,48,38,90,44.5
Demarai Gray,17099294.65,18000000,2018,21,9,35,17,1697,3,1,36,9,25,0.08,460,70.7,85,9,,51,35,2,10,7,16,220,25,874,61.1,768,599,78,38,7,126,10
Andrea Petagna,8549647.327,9000000,2018,22,7,29,22,1618,4,5,35.6,2.5,0.09,0,385,73.5,21,9,,53,42,2,11,8,10,239,25.5,823,60,967,641,66.3,72,25,81,42.1
Adrien Hunou,1947419.669,2000000,2017,22,9,22,11,1139,1,0,29,14,48.3,0,234,77.5,5,9,12,22,14,2,3,2,14,307,23.5,453,38.5,568,317,55.8,31,13,57,28
Luuk de Jong,7837476.466,8550000,2020,28,4,35,24,2059,6,1,55,24,43.6,0,389,71.5,3,10,17,35,26,2,6,1,17,353,29.5,786,64.7,1023,570,55.7,50,29,91,54.9
Felipe Caicedo,3959988.109,4320000,2020,30,4,30,18,1406,9,2,46.7,1.92,0.3,0,321,79.5,0,10,,42,36,2,9,5,27,232,27.2,557,65.2,665,454,68.3,38,27,52,30.8
Paco Alcácer,23099930.64,25200000,2020,25,2,24,17,1454,9,2,40,15,46.7,0,265,75,3,10,2,30,24,2,6,4,6,234,25,483,57.1,620,337,50.2,30,6,57,21.1
Federico Bonazzoli,1319996.036,1440000,2020,22,14,19,7,744,6,0,38.1,5.08,0.14,0,146,69.9,10,10,,27,17,2,2,1,7,159,20.1,341,55.6,408,260,63.7,21,17,40,23.5
Paco Alcácer,23099930.64,25200000,2020,25,5,24,17,1454,9,2,32,2.44,0.16,0,265,78.7,3,10,,30,24,2,6,4,6,234,29.5,483,50,620,337,56.8,30,6,57,30.8
Manuel Lanzini,16796949.56,18000000,2019,25,10,10,8,686,1,1,11,4,36.4,0.09,408,86.6,16,10,,17,10,2,3,1,10,179,17.9,544,68.4,519,439,84.6,8,5,50,0
Jay Rodriguez,10259576.79,10800000,2018,28,20,37,31,2812,7,1,72,23,31.9,0.08,507,69.5,30,11,,46,33,2,3,2,27,625,26.4,1138,33.3,1247,784,62.9,84,43,154,53.7
Joelinton,16499950.45,18000000,2020,22,13,38,32,2683,2,2,52,15,28.8,0.04,640,79.9,5,11,,58,48,2,3,3,30,595,22.7,1224,64.9,1572,873,55.5,127,32,180,39.2
Enes Ünal,4199237.39,4500000,2019,21,16,33,24,2148,6,3,49,13,26.5,3,379,72.1,8,11,27,39,30,2,7,3,11,373,18.5,799,60.9,1211,615,50.8,61,42,79,35.6
João Pedro,9899970.272,10800000,2020,27,13,36,35,3151,18,4,39,2.34,0.17,4,649,76.4,16,11,,72,55,2,11,9,22,431,24.1,1283,60,1377,941,68.3,76,47,164,43.9
Will Hughes,8549647.327,9000000,2018,22,14,15,11,990,2,3,12,4,33.3,0.17,319,76.1,11,11,,32,27,2,6,4,28,205,27.8,562,66.7,464,368,79.3,24,19,89,33.3
Kalifa Coulibaly,3299990.091,3600000,2020,27,13,21,18,1616,4,0,47,19,40.4,0,199,59.2,9,12,10,27,24,2,1,1,11,252,27,597,35.9,859,458,53.3,66,34,53,49.7
Leonardo Pavoletti,10078169.74,10800000,2019,29,15,32,31,2734,16,1,38.4,2.83,0.19,0,623,71.1,9,12,,53,41,2,4,2,30,591,23.9,1199,64.7,1588,943,59.4,80,81,145,63.9
Cengiz Ünder,23084047.78,24300000,2018,20,3,26,15,1249,7,2,34.7,3.53,0.14,0,302,67.6,59,12,,44,28,2,4,2,10,199,26.6,636,45.9,631,460,72.9,29,2,98,28.6
Javier Hernández,10078169.74,10800000,2019,30,10,25,14,1334,7,1,34,16,47.1,0.21,239,71.8,9,12,,17,10,2,4,2,3,186,25.3,478,73.7,647,373,57.7,32,9,46,23.8
Adam Ounas,6298856.086,6750000,2019,21,2,18,6,538,3,0,20,8,40,0,232,79.7,19,12,11,37,27,2,2,0,6,161,21.7,380,54.3,360,311,86.4,15,4,37,40
Jean-Victor Makengo,5039084.869,5400000,2019,20,7,25,11,1029,1,0,13,5,38.5,0,358,84.4,5,12,11,27,23,2,2,2,11,229,20.5,542,67.7,552,427,77.4,20,12,61,20
Maxi Gómez,29923765.64,31500000,2018,20,13,36,35,3056,17,4,80,38,47.5,0,455,72.7,16,13,21,67,39,2,11,6,5,410,28,932,51.6,1238,700,56.5,55,54,98,43.7
Mario Balotelli,5774982.659,6300000,2020,28,19,19,16,1404,5,0,33.8,4.55,0.07,0,238,64.7,8,13,,33,17,2,1,1,4,153,18.3,571,50,628,427,68,30,32,64,52.9
Yussuf Poulsen,24749925.68,27000000,2020,25,3,22,12,1222,5,6,30.3,2.43,0.15,0,239,70.5,9,13,,34,27,2,9,6,13,414,22.7,548,52,716,399,55.7,63,29,64,40
Lucas Vázquez,16796949.56,18000000,2019,27,3,31,15,1510,1,3,23,10,43.5,0,787,81,63,13,40,53,48,2,4,4,40,409,25.7,1229,61.9,1201,992,82.6,41,41,109,33.3
Yuya Osako,5039084.869,5400000,2019,28,8,21,15,1346,3,2,21.4,1.87,0.11,0,374,73.9,18,13,,31,27,2,3,2,20,229,25.8,694,64.7,686,529,77.1,38,20,81,41.5
Chris Wood,15389365.19,16200000,2018,25,7,24,20,1624,10,1,39,25,64.1,0.26,242,60.7,5,14,,25,19,2,4,2,7,294,26.9,594,50,865,461,53.3,58,18,54,45.5
Kevin-Prince Boateng,5984753.129,6300000,2018,30,8,31,27,2357,6,1,31.1,1.72,0.13,0,841,75.9,16,14,,51,40,2,6,5,37,392,28.3,1455,59.1,1232,988,80.2,59,72,282,41.7
Alex Iwobi,21037436.83,22950000,2020,23,12,25,19,1596,1,0,23,9,39.1,0.04,462,75.2,48,14,,44,41,2,2,2,27,369,26,787,67.5,698,544,77.9,29,12,145,31.8
Rodrigo Bentancur,32999900.91,36000000,2020,22,1,30,25,2196,0,7,18.8,0.66,0,0,1434,87.4,53,14,,75,53,2,10,5,77,577,27.7,1908,67.5,1472,1386,94.2,17,53,222,60.8
Jean-Victor Makengo,2969991.082,3240000,2020,21,20,19,12,988,2,0,14,4,28.6,0,373,83.4,8,14,7,22,19,2,0,0,16,211,29.4,569,54.8,530,457,86.2,21,21,65,9.5
Franck Honorat,3666655.656,4000000,2020,22,17,12,9,849,0,3,5,1,20,0,242,61.9,53,14,26,26,21,2,4,4,20,194,35.6,494,38.9,380,294,77.4,16,7,83,36.8
Olivier Giroud,15389365.19,16200000,2018,30,5,29,7,1001,7,2,48,16,34.5,0.1,237,65.1,3,15,,37,29,2,1,1,9,221,19.6,495,140,569,386,72.6,39,19,48,76.9
Lars Stindl,6718779.825,7200000,2019,29,5,21,19,1508,3,1,34.4,1.91,0.09,0,602,82.2,9,15,,61,50,2,11,7,23,436,21.8,916,68,883,700,79.3,43,19,92,48
